Date,Open,High,Low,Close,Volume,Close Time
1616025600000,0.08500000,1.00000000,0.08500000,0.20540000,1674520233.32000000,1616111999999
1616112000000,0.20540000,0.20570000,0.16650000,0.16850000,416178135.87000000,1616198399999
1616198400000,0.16840000,0.17770000,0.15260000,0.15590000,316952217.90000000,1616284799999
1616284800000,0.15600000,0.18000000,0.15460000,0.16920000,311298527.48000000,1616371199999
1616371200000,0.16950000,0.16980000,0.13130000,0.14090000,233826219.01000000,1616457599999
1616457600000,0.14070000,0.14800000,0.12600000,0.13040000,199447651.56000000,1616543999999
1616544000000,0.13040000,0.14900000,0.11500000,0.12130000,218731454.43000000,1616630399999
1616630400000,0.12120000,0.12690000,0.11180000,0.11500000,140023977.23000000,1616716799999
1616716800000,0.11490000,0.13630000,0.11490000,0.13060000,173370755.41000000,1616803199999
1616803200000,0.13070000,0.14500000,0.12510000,0.13830000,189043947.52000000,1616889599999
1616889600000,0.13840000,0.15900000,0.13550000,0.14540000,291046070.56000000,1616975999999
1616976000000,0.14540000,0.15300000,0.14010000,0.14340000,162934302.75000000,1617062399999
1617062400000,0.14350000,0.15450000,0.14000000,0.14520000,184175407.75000000,1617148799999
1617148800000,0.14520000,0.14890000,0.13050000,0.13830000,177122673.64000000,1617235199999
1617235200000,0.13840000,0.14500000,0.13200000,0.13540000,122502872.79000000,1617321599999
1617321600000,0.13530000,0.14930000,0.13290000,0.13970000,186936525.37000000,1617407999999
1617408000000,0.13970000,0.14200000,0.12130000,0.12420000,153352369.03000000,1617494399999
1617494400000,0.12390000,0.13500000,0.12210000,0.13140000,113664407.89000000,1617580799999
1617580800000,0.13160000,0.13960000,0.12400000,0.13020000,156844878.33000000,1617667199999
1617667200000,0.13020000,0.13710000,0.12450000,0.12830000,128527442.81000000,1617753599999
1617753600000,0.12830000,0.12900000,0.09870000,0.11000000,268990449.79000000,1617839999999
1617840000000,0.11000000,0.12180000,0.10910000,0.11930000,169267473.06000000,1617926399999
1617926400000,0.11930000,0.13450000,0.11870000,0.13270000,248974083.05000000,1618012799999
1618012800000,0.13270000,0.17400000,0.12910000,0.14330000,977913938.82000000,1618099199999
1618099200000,0.14320000,0.16600000,0.13750000,0.14890000,629693632.66000000,1618185599999
1618185600000,0.14880000,0.16100000,0.13750000,0.14150000,300025762.48000000,1618271999999
1618272000000,0.14150000,0.14550000,0.13110000,0.13600000,186250386.62000000,1618358399999
1618358400000,0.13600000,0.13740000,0.12310000,0.13070000,204330865.12000000,1618444799999
1618444800000,0.13090000,0.14020000,0.13060000,0.13420000,170714543.33000000,1618531199999
1618531200000,0.13420000,0.13850000,0.11560000,0.12410000,222935061.77000000,1618617599999
1618617600000,0.12410000,0.13500000,0.12010000,0.12280000,211907287.57000000,1618703999999
1618704000000,0.12280000,0.12450000,0.09400000,0.10660000,302899239.02000000,1618790399999
1618790400000,0.10680000,0.11410000,0.09360000,0.09620000,233023945.84000000,1618876799999
1618876800000,0.09640000,0.10880000,0.08330000,0.09930000,316136572.63000000,1618963199999
1618963200000,0.09950000,0.10500000,0.09100000,0.09140000,242378381.74000000,1619049599999
1619049600000,0.09160000,0.10440000,0.08840000,0.09010000,289876799.22000000,1619135999999
1619136000000,0.09010000,0.09190000,0.06930000,0.08110000,305646044.17000000,1619222399999
1619222400000,0.08100000,0.08130000,0.07120000,0.07380000,187603505.05000000,1619308799999
1619308800000,0.07380000,0.08260000,0.06970000,0.07430000,227013152.49000000,1619395199999
1619395200000,0.07430000,0.09770000,0.07340000,0.08730000,377186871.88000000,1619481599999
1619481600000,0.08720000,0.09390000,0.08550000,0.09120000,328308057.11000000,1619567999999
