Date,Open,High,Low,Close,Volume,Close Time
1514073600000,0.37999000,0.44999000,0.10100000,0.36500000,299705.48000000,1514159999999
1514160000000,0.36400000,0.44998000,0.20000000,0.28175000,184333.84000000,1514246399999
1514246400000,0.26037000,0.27852000,0.13000000,0.17016000,234986.51000000,1514332799999
1514332800000,0.16169000,0.24950000,0.13040000,0.20375000,210091.61000000,1514419199999
1514419200000,0.18001000,0.21499000,0.16015000,0.18084000,169840.13000000,1514505599999
1514505600000,0.18970000,0.20000000,0.17834000,0.19378000,72527.10000000,1514591999999
1514592000000,0.19378000,0.19888000,0.18030000,0.18424000,139479.55000000,1514678399999
1514678400000,0.18424000,0.20100000,0.18424000,0.18878000,51031.09000000,1514764799999
1514764800000,0.19500000,0.22800000,0.18914000,0.21248000,41001.46000000,1514851199999
1514851200000,0.21248000,0.21659000,0.18000000,0.19716000,103246.30000000,1514937599999
1514937600000,0.19499000,0.23000000,0.18732000,0.20051000,102449.97000000,1515023999999
1515024000000,0.20598000,0.30000000,0.20061000,0.25000000,190768.85000000,1515110399999
1515110400000,0.25013000,0.31278000,0.17800000,0.19504000,392117.12000000,1515196799999
1515196800000,0.20542000,0.20700000,0.13100000,0.13599000,266029.35000000,1515283199999
1515283200000,0.13600000,0.17939000,0.13107000,0.17156000,131402.19000000,1515369599999
1515369600000,0.17181000,0.17940000,0.14581000,0.15543000,164180.97000000,1515455999999
1515456000000,0.15543000,0.15543000,0.13527000,0.14095000,88471.18000000,1515542399999
1515542400000,0.14501000,0.16666000,0.13514000,0.15531000,130429.48000000,1515628799999
1515628800000,0.15531000,0.17858000,0.10000000,0.11154000,224688.47000000,1515715199999
1515715200000,0.11168000,0.12910000,0.09470000,0.11464000,94334.40000000,1515801599999
1515801600000,0.11208000,0.12171000,0.09401000,0.10569000,73226.70000000,1515887999999
1515888000000,0.10569000,0.11312000,0.09585000,0.09901000,70434.92000000,1515974399999
1515974400000,0.09875000,0.10149000,0.08118000,0.09528000,144496.21000000,1516060799999
1516060800000,0.09527000,0.13442000,0.08350000,0.09526000,176361.44000000,1516147199999
1516147200000,0.09161000,0.12500000,0.08300000,0.09889000,134120.21000000,1516233599999
1516233600000,0.09887000,0.11118000,0.09141000,0.10578000,184494.08000000,1516319999999
1516320000000,0.10101000,0.11229000,0.09514000,0.10910000,72122.56000000,1516406399999
1516406400000,0.10802000,0.11136000,0.10346000,0.10850000,46341.61000000,1516492799999
1516492800000,0.10848000,0.11378000,0.10011000,0.10124000,65587.07000000,1516579199999
1516579200000,0.10320000,0.11499000,0.10100000,0.10117000,58377.36000000,1516665599999
1516665600000,0.10358000,0.10680000,0.09899000,0.10181000,35532.96000000,1516751999999
1516752000000,0.10121000,0.12606000,0.09132000,0.10100000,82745.24000000,1516838399999
1516838400000,0.10100000,0.12949000,0.09938000,0.12083000,132271.05000000,1516924799999
1516924800000,0.11689000,0.14603000,0.11000000,0.12892000,357634.96000000,1517011199999
1517011200000,0.12892000,0.13330000,0.12001000,0.12114000,85127.16000000,1517097599999
1517097600000,0.12284000,0.12348000,0.11509000,0.11646000,72375.06000000,1517183999999
1517184000000,0.11784000,0.11885000,0.10922000,0.11430000,39207.51000000,1517270399999
1517270400000,0.11430000,0.11795000,0.10570000,0.11130000,51910.62000000,1517356799999
1517356800000,0.11260000,0.11800000,0.11000000,0.11581000,25481.19000000,1517443199999
1517443200000,0.11509000,0.12247000,0.11187000,0.11187000,81491.13000000,1517529599999
1517529600000,0.11325000,0.17530000,0.09883000,0.10611000,168029.60000000,1517615999999
1517616000000,0.10241000,0.11837000,0.09000000,0.11421000,78627.90000000,1517702399999
1517702400000,0.11421000,0.11937000,0.10877000,0.11129000,107711.83000000,1517788799999
1517788800000,0.11025000,0.11200000,0.10019000,0.10672000,87713.32000000,1517875199999
1517875200000,0.10709000,0.11467000,0.09600000,0.10079000,93868.79000000,1517961599999
1517961600000,0.10077000,0.10516000,0.09500000,0.09700000,70429.38000000,1518047999999
1518048000000,0.09666000,0.09847000,0.09666000,0.09847000,2018.61000000,1518134399999
1518134400000,0.09848000,0.09967000,0.08772000,0.08991000,51416.84000000,1518220799999
1518220800000,0.09099000,0.09248000,0.07900000,0.08696000,288825.47000000,1518307199999
1518307200000,0.08739000,0.09115000,0.08000000,0.08815000,91574.86000000,1518393599999
1518393600000,0.08956000,0.09492000,0.08769000,0.09258000,42153.97000000,1518479999999
1518480000000,0.09271000,0.09500000,0.08854000,0.08889000,25176.37000000,1518566399999
1518566400000,0.08959000,0.09250000,0.08250000,0.08450000,40316.01000000,1518652799999
1518652800000,0.08450000,0.09293000,0.08100000,0.08805000,55774.68000000,1518739199999
1518739200000,0.08828000,0.09822000,0.08758000,0.09122000,215063.97000000,1518825599999
1518825600000,0.09129000,0.10500000,0.08561000,0.09656000,131935.71000000,1518911999999
1518912000000,0.09628000,0.11214000,0.08905000,0.09423000,166202.67000000,1518998399999
1518998400000,0.09537000,0.09537000,0.08976000,0.09298000,38134.81000000,1519084799999
1519084800000,0.09377000,0.09636000,0.08654000,0.08820000,45615.91000000,1519171199999
1519171200000,0.08820000,0.09439000,0.08620000,0.08829000,60544.43000000,1519257599999
1519257600000,0.08694000,0.08999000,0.08559000,0.08708000,41643.82000000,1519343999999
1519344000000,0.08643000,0.09196000,0.08304000,0.08364000,43108.05000000,1519430399999
1519430400000,0.08310000,0.08741000,0.08303000,0.08556000,30778.34000000,1519516799999
1519516800000,0.08623000,0.08869000,0.08302000,0.08310000,41715.77000000,1519603199999
1519603200000,0.08445000,0.08558000,0.07950000,0.08227000,31684.67000000,1519689599999
1519689600000,0.08177000,0.09190000,0.07669000,0.08203000,112732.68000000,1519775999999
1519776000000,0.08152000,0.08228000,0.07324000,0.07324000,57413.85000000,1519862399999
1519862400000,0.07475000,0.08100000,0.07111000,0.07890000,41241.33000000,1519948799999
1519948800000,0.07939000,0.08160000,0.07472000,0.07854000,61745.34000000,1520035199999
1520035200000,0.07910000,0.08105000,0.07634000,0.07881000,13608.23000000,1520121599999
1520121600000,0.07881000,0.08379000,0.07720000,0.08240000,32757.84000000,1520207999999
1520208000000,0.08084000,0.08379000,0.07863000,0.07941000,9414.94000000,1520294399999
1520294400000,0.08047000,0.08211000,0.07863000,0.07898000,15762.68000000,1520380799999
1520380800000,0.07873000,0.08476000,0.07153000,0.07255000,51105.80000000,1520467199999
1520467200000,0.07271000,0.07432000,0.06777000,0.06910000,38270.07000000,1520553599999
1520553600000,0.06892000,0.08797000,0.06375000,0.07070000,128925.15000000,1520639999999
1520640000000,0.07088000,0.08579000,0.06896000,0.08251000,44292.39000000,1520726399999
1520726400000,0.08251000,0.08873000,0.07526000,0.08531000,85218.98000000,1520812799999
1520812800000,0.08500000,0.08700000,0.07501000,0.07570000,32629.64000000,1520899199999
1520899200000,0.07570000,0.07812000,0.05321000,0.05742000,102387.17000000,1520985599999
1520985600000,0.05797000,0.06278000,0.05305000,0.05397000,134762.24000000,1521071999999
1521072000000,0.05449000,0.05780000,0.05093000,0.05333000,50772.27000000,1521158399999
1521158400000,0.05390000,0.05606000,0.05127000,0.05179000,35583.76000000,1521244799999
1521244800000,0.05269000,0.05952000,0.04697000,0.04699000,113834.63000000,1521331199999
1521331200000,0.04698000,0.05526000,0.04395000,0.04712000,46220.79000000,1521417599999
1521417600000,0.04805000,0.05389000,0.04587000,0.05210000,31682.51000000,1521503999999
1521504000000,0.05106000,0.06490000,0.04902000,0.05605000,139955.31000000,1521590399999
1521590400000,0.05580000,0.05993000,0.05001000,0.05207000,93101.94000000,1521676799999
1521676800000,0.05279000,0.05927000,0.04830000,0.04920000,125307.30000000,1521763199999
1521763200000,0.04942000,0.05115000,0.04374000,0.04600000,44465.37000000,1521849599999
1521849600000,0.04552000,0.04700000,0.03688000,0.04005000,61179.57000000,1521935999999
1521936000000,0.03947000,0.04510000,0.03696000,0.04320000,84333.93000000,1522022399999
1522022400000,0.04317000,0.04831000,0.04149000,0.04282000,47103.09000000,1522108799999
1522108800000,0.04237000,0.04881000,0.04131000,0.04213000,91947.92000000,1522195199999
1522195200000,0.04213000,0.04459000,0.04051000,0.04160000,32174.87000000,1522281599999
1522281600000,0.04213000,0.04305000,0.03998000,0.04069000,16124.79000000,1522367999999
1522368000000,0.04097000,0.04225000,0.03772000,0.03846000,31830.78000000,1522454399999
1522454400000,0.03846000,0.04294000,0.03474000,0.03534000,124285.50000000,1522540799999
1522540800000,0.03478000,0.04161000,0.03419000,0.03622000,88643.81000000,1522627199999
1522627200000,0.03631000,0.04319000,0.03424000,0.03424000,112631.30000000,1522713599999
1522713600000,0.03438000,0.03618000,0.03163000,0.03385000,69591.31000000,1522799999999
1522800000000,0.03385000,0.03586000,0.03239000,0.03315000,51643.47000000,1522886399999
1522886400000,0.03306000,0.03693000,0.03163000,0.03194000,99934.89000000,1522972799999
1522972800000,0.03194000,0.03332000,0.03134000,0.03222000,20414.27000000,1523059199999
1523059200000,0.03281000,0.03472000,0.03230000,0.03319000,43861.97000000,1523145599999
1523145600000,0.03319000,0.03600000,0.03284000,0.03485000,41306.41000000,1523231999999
1523232000000,0.03488000,0.03594000,0.03397000,0.03422000,29042.58000000,1523318399999
1523318400000,0.03400000,0.03598000,0.03284000,0.03530000,20262.93000000,1523404799999
1523404800000,0.03530000,0.03798000,0.03530000,0.03535000,24521.80000000,1523491199999
1523491200000,0.03535000,0.03835000,0.03471000,0.03692000,59222.29000000,1523577599999
1523577600000,0.03659000,0.04040000,0.03415000,0.03567000,136299.17000000,1523663999999
1523664000000,0.03628000,0.04103000,0.03628000,0.03893000,37830.75000000,1523750399999
1523750400000,0.03925000,0.04242000,0.03798000,0.04179000,62412.50000000,1523836799999
1523836800000,0.04257000,0.04500000,0.04145000,0.04349000,102673.70000000,1523923199999
1523923200000,0.04297000,0.05815000,0.04208000,0.04608000,188354.60000000,1524009599999
1524009600000,0.04608000,0.05789000,0.04576000,0.05140000,211241.01000000,1524095999999
1524096000000,0.05124000,0.05645000,0.05102000,0.05481000,77648.67000000,1524182399999
1524182400000,0.05503000,0.05700000,0.05197000,0.05443000,118456.53000000,1524268799999
1524268800000,0.05443000,0.05459000,0.04498000,0.04863000,61812.70000000,1524355199999
1524355200000,0.04874000,0.05536000,0.04800000,0.05310000,58098.56000000,1524441599999
1524441600000,0.05310000,0.05720000,0.05019000,0.05369000,219564.35000000,1524527999999
1524528000000,0.05369000,0.05600000,0.05040000,0.05190000,49120.99000000,1524614399999
1524614400000,0.05172000,0.05264000,0.04532000,0.04757000,96464.64000000,1524700799999
1524700800000,0.04757000,0.04998000,0.04629000,0.04872000,54696.12000000,1524787199999
1524787200000,0.04867000,0.05250000,0.04777000,0.04972000,69317.34000000,1524873599999
1524873600000,0.04956000,0.05200000,0.04841000,0.05014000,72759.51000000,1524959999999
1524960000000,0.05014000,0.05991000,0.04974000,0.05406000,108779.38000000,1525046399999
