Date,Open,High,Low,Close,Volume,Close Time
1633651200000,0.00013820,0.06000000,0.00013820,0.00771490,28104847.00000000,1633737599999
1633737600000,0.00771420,0.01090000,0.00745220,0.00817070,8303887.00000000,1633823999999
1633824000000,0.00817190,0.00898780,0.00785530,0.00785530,2249485.00000000,1633910399999
1633910400000,0.00785290,0.00818330,0.00611980,0.00657970,2645103.00000000,1633996799999
1633996800000,0.00658020,0.00727020,0.00606860,0.00618610,1683055.00000000,1634083199999
1634083200000,0.00618610,0.00624780,0.00488370,0.00504350,1800054.00000000,1634169599999
1634169600000,0.00506400,0.00557940,0.00481910,0.00504430,1316237.00000000,1634255999999
1634256000000,0.00501830,0.00529040,0.00450000,0.00464870,1277417.00000000,1634342399999
1634342400000,0.00464870,0.00495690,0.00458070,0.00466080,822064.00000000,1634428799999
1634428800000,0.00466070,0.00605000,0.00456000,0.00508320,2595552.00000000,1634515199999
1634515200000,0.00507480,0.00538950,0.00463880,0.00465530,610027.00000000,1634601599999
1634601600000,0.00465530,0.00478390,0.00450500,0.00450500,450287.00000000,1634687999999
1634688000000,0.00450500,0.00474520,0.00439280,0.00442510,397525.00000000,1634774399999
1634774400000,0.00443600,0.00457350,0.00417280,0.00439960,629940.00000000,1634860799999
1634860800000,0.00442030,0.00443200,0.00393800,0.00403000,739333.00000000,1634947199999
1634947200000,0.00402200,0.00408790,0.00371320,0.00373560,335542.00000000,1635033599999
1635033600000,0.00371510,0.00401000,0.00350510,0.00362830,645652.00000000,1635119999999
1635120000000,0.00361860,0.00430370,0.00354960,0.00372880,1226782.00000000,1635206399999
1635206400000,0.00370000,0.00404690,0.00365880,0.00371910,358354.00000000,1635292799999
1635292800000,0.00373480,0.00394960,0.00350520,0.00362250,578321.00000000,1635379199999
1635379200000,0.00361280,0.00365930,0.00320000,0.00324180,700164.00000000,1635465599999
1635465600000,0.00325540,0.00395990,0.00322470,0.00341890,936613.00000000,1635551999999
1635552000000,0.00341870,0.00362590,0.00329720,0.00331990,501819.00000000,1635638399999
1635638400000,0.00328960,0.00338290,0.00315430,0.00325390,349307.00000000,1635724799999
1635724800000,0.00323770,0.00431420,0.00318740,0.00339830,1312765.00000000,1635811199999
1635811200000,0.00339830,0.00350490,0.00323830,0.00333060,305834.00000000,1635897599999
