Date,Open,High,Low,Close,Volume,Close Time
1614124800000,6.50000000,25.46000000,6.50000000,17.82200000,7770303.64200000,1614211199999
1614211200000,17.90900000,22.34800000,14.19900000,14.23000000,4233207.04700000,1614297599999
1614297600000,14.22900000,15.83600000,11.09000000,11.67000000,911976.81700000,1614383999999
1614384000000,11.67000000,14.13100000,11.24500000,11.67000000,511822.13100000,1614470399999
1614470400000,11.67000000,11.93000000,8.54400000,9.42500000,672712.46500000,1614556799999
1614556800000,9.42500000,14.28100000,9.31000000,13.80000000,1444976.90300000,1614643199999
1614643200000,13.79900000,14.55800000,11.62000000,12.11200000,551853.75800000,1614729599999
1614729600000,12.06200000,13.10000000,11.66900000,12.31700000,294541.00800000,1614815999999
1614816000000,12.28400000,12.76400000,10.43100000,10.78700000,226974.23500000,1614902399999
1614902400000,10.78700000,10.86200000,10.00000000,10.63700000,133188.19500000,1614988799999
1614988800000,10.56700000,11.86300000,10.33600000,10.64900000,171010.08900000,1615075199999
1615075200000,10.68900000,11.46600000,10.57000000,10.99000000,155893.08200000,1615161599999
1615161600000,10.99300000,11.18700000,10.44300000,10.62100000,122434.32800000,1615247999999
1615248000000,10.67100000,13.28500000,10.56500000,11.01300000,553095.08700000,1615334399999
1615334400000,11.01400000,19.14600000,10.60000000,12.85900000,1846949.28100000,1615420799999
1615420800000,12.85900000,15.29000000,11.57700000,12.89900000,2073069.06800000,1615507199999
1615507200000,12.89900000,13.80000000,11.64100000,13.03100000,772292.81500000,1615593599999
1615593600000,13.11300000,17.77500000,12.85000000,15.00000000,1341399.13600000,1615679999999
1615680000000,15.00000000,15.24700000,13.59000000,13.70200000,474189.47700000,1615766399999
1615766400000,13.70600000,13.82800000,11.98000000,12.82200000,476231.30600000,1615852799999
1615852800000,12.81600000,13.70000000,11.85900000,12.89500000,279788.76400000,1615939199999
1615939200000,12.94100000,13.94900000,12.37400000,12.91600000,248539.46500000,1616025599999
1616025600000,12.91600000,14.54500000,12.81400000,12.99000000,352479.45900000,1616111999999
1616112000000,12.95000000,13.49000000,12.70000000,13.02600000,202771.73300000,1616198399999
1616198400000,13.02600000,13.29600000,11.75000000,12.06800000,340503.12200000,1616284799999
1616284800000,12.07100000,12.94700000,11.57100000,11.86100000,246997.02600000,1616371199999
1616371200000,11.86000000,12.01100000,11.01000000,11.50700000,174031.64600000,1616457599999
1616457600000,11.58500000,11.85000000,10.67100000,10.92200000,181093.19500000,1616543999999
1616544000000,10.93000000,11.82700000,10.51800000,10.69700000,260335.52000000,1616630399999
1616630400000,10.69600000,11.67400000,9.77600000,10.90000000,294770.68800000,1616716799999
1616716800000,10.90100000,12.10000000,10.80000000,11.32900000,293200.81100000,1616803199999
1616803200000,11.36800000,12.00000000,11.05000000,11.28100000,151557.15800000,1616889599999
1616889600000,11.28200000,11.90000000,11.00000000,11.21500000,137977.15500000,1616975999999
1616976000000,11.22100000,11.74900000,11.05000000,11.46700000,157751.43900000,1617062399999
1617062400000,11.47900000,11.66800000,11.08800000,11.30400000,180968.18600000,1617148799999
1617148800000,11.31000000,11.42400000,10.65200000,10.86800000,181059.87700000,1617235199999
1617235200000,10.86800000,11.20000000,10.60000000,10.67500000,143185.54800000,1617321599999
1617321600000,10.67500000,11.10000000,10.40500000,10.79000000,165053.03800000,1617407999999
1617408000000,10.79000000,11.30000000,10.16900000,10.18100000,202299.55200000,1617494399999
1617494400000,10.17500000,10.53700000,9.99100000,10.51000000,135991.16500000,1617580799999
1617580800000,10.48000000,10.60000000,10.10000000,10.20700000,157585.99400000,1617667199999
1617667200000,10.21800000,13.49000000,10.17700000,10.93600000,709507.50800000,1617753599999
1617753600000,10.93600000,15.52100000,10.22400000,11.52800000,2127676.92600000,1617839999999
1617840000000,11.53200000,12.42200000,10.93000000,11.28100000,542309.91200000,1617926399999
1617926400000,11.27500000,11.51000000,10.94500000,11.04000000,224982.57900000,1618012799999
1618012800000,11.03900000,11.64100000,10.80000000,10.95500000,235538.38000000,1618099199999
1618099200000,10.97400000,12.30000000,10.59300000,11.19800000,351695.15100000,1618185599999
1618185600000,11.19100000,13.39100000,11.09700000,11.93400000,730108.84200000,1618271999999
1618272000000,11.93400000,13.48600000,11.35000000,12.03400000,471995.28700000,1618358399999
1618358400000,12.02100000,12.28800000,11.49600000,11.70100000,209893.36400000,1618444799999
1618444800000,11.74400000,12.51300000,11.71800000,12.03200000,181409.75300000,1618531199999
1618531200000,12.03400000,12.06600000,11.14600000,11.60100000,178072.77100000,1618617599999
1618617600000,11.59800000,11.83000000,11.20000000,11.35500000,145970.39400000,1618703999999
1618704000000,11.37500000,11.55900000,9.92400000,10.30000000,232535.66700000,1618790399999
1618790400000,10.32800000,10.80000000,9.28000000,10.01200000,168928.55000000,1618876799999
1618876800000,10.03300000,11.40100000,9.32300000,10.74200000,349940.70100000,1618963199999
1618963200000,10.74000000,11.49900000,10.40000000,10.69400000,224394.99300000,1619049599999
1619049600000,10.69800000,12.35600000,10.09200000,10.76000000,573680.11100000,1619135999999
1619136000000,10.75800000,11.30000000,8.85300000,9.81400000,472908.76800000,1619222399999
1619222400000,9.79700000,10.12900000,9.32400000,9.55700000,145256.02700000,1619308799999
1619308800000,9.55700000,10.56300000,9.01000000,9.49800000,318760.01200000,1619395199999
1619395200000,9.49800000,10.36100000,9.46800000,10.09700000,206092.37000000,1619481599999
1619481600000,10.09000000,10.46100000,9.94800000,10.34900000,184662.09300000,1619567999999
1619568000000,10.34900000,10.80700000,9.96000000,10.19000000,164512.80000000,1619654399999
1619654400000,10.18900000,11.21000000,10.00000000,10.69500000,300683.03300000,1619740799999
1619740800000,10.66000000,11.64600000,10.49700000,10.92900000,275127.18600000,1619827199999
1619827200000,10.95400000,11.80000000,10.40000000,10.92900000,237110.41200000,1619913599999
1619913600000,10.92500000,11.10000000,10.43200000,11.00800000,129266.29400000,1619999999999
1620000000000,11.00800000,11.90000000,10.79100000,11.01900000,272815.37300000,1620086399999
1620086400000,11.01400000,11.14900000,10.15700000,10.29500000,132208.81700000,1620172799999
1620172800000,10.25700000,10.87300000,10.13500000,10.61800000,131733.52900000,1620259199999
1620259200000,10.63100000,10.85000000,9.82800000,10.25500000,185689.65700000,1620345599999
1620345600000,10.21200000,10.75000000,9.92600000,10.24700000,132225.07400000,1620431999999
1620432000000,10.23100000,10.70000000,9.99000000,10.20000000,125699.50500000,1620518399999
1620518400000,10.19800000,10.47900000,9.53700000,9.96400000,158752.17000000,1620604799999
1620604800000,9.95600000,10.23400000,9.00100000,9.12600000,133222.73700000,1620691199999
1620691200000,9.11600000,9.64300000,8.57200000,9.26300000,144432.22700000,1620777599999
1620777600000,9.27600000,17.40000000,9.19000000,9.73200000,3369057.87100000,1620863999999
1620864000000,9.97500000,15.81000000,9.00000000,10.93600000,3996024.11200000,1620950399999
1620950400000,10.93600000,14.36200000,10.70200000,13.14500000,1216287.84000000,1621036799999
1621036800000,13.14500000,20.90000000,12.30600000,15.76500000,4354387.89400000,1621123199999
1621123200000,15.82700000,18.94100000,12.59000000,13.51100000,3661294.74700000,1621209599999
1621209600000,13.51100000,14.33300000,11.51300000,13.61400000,1109908.74100000,1621295999999
1621296000000,13.61500000,17.46000000,13.49800000,15.68800000,1887302.90600000,1621382399999
1621382400000,15.60800000,16.50300000,8.77700000,9.80000000,1185727.45900000,1621468799999
1621468800000,9.80000000,14.50000000,8.92300000,12.89300000,804368.78000000,1621555199999
1621555200000,12.91400000,16.00000000,11.22500000,14.61600000,1656727.51900000,1621641599999
1621641600000,14.65400000,14.80000000,12.00000000,12.76100000,855257.24300000,1621727999999
1621728000000,12.76100000,12.88000000,6.46200000,8.08700000,1207057.49700000,1621814399999
1621814400000,8.08700000,9.07600000,7.31600000,8.39800000,1012612.08400000,1621900799999
1621900800000,8.33800000,8.82800000,6.84000000,7.50600000,657498.34000000,1621987199999
1621987200000,7.50400000,8.35000000,7.18600000,7.83000000,750481.38900000,1622073599999
1622073600000,7.79000000,9.56900000,7.09700000,8.68100000,1282446.23700000,1622159999999
1622160000000,8.67200000,9.02000000,7.37500000,7.76700000,612304.82800000,1622246399999
1622246400000,7.73400000,7.89500000,6.86200000,7.21400000,215358.81900000,1622332799999
1622332800000,7.21100000,7.71300000,6.90000000,7.29800000,211845.53900000,1622419199999
1622419200000,7.27000000,7.69000000,6.96500000,7.65100000,222780.86600000,1622505599999
1622505600000,7.65400000,7.71800000,7.09500000,7.23600000,192622.17200000,1622591999999
1622592000000,7.23800000,7.78300000,7.17600000,7.35000000,323026.74700000,1622678399999
